center,left,right,steering,throttle,brake,speed
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_26_760.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_26_760.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_26_760.jpg,0,0.7147191,0,0.9921194
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_26_828.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_26_828.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_26_828.jpg,0,0.9608217,0,1.798657
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_26_894.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_26_894.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_26_894.jpg,0,1,0,2.442078
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_26_962.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_26_962.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_26_962.jpg,0,1,0,3.136741
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_029.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_029.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_029.jpg,0,1,0,4.073119
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_098.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_098.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_098.jpg,0,1,0,4.773645
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_164.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_164.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_164.jpg,0,1,0,5.469904
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_232.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_232.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_232.jpg,0,1,0,6.392068
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_300.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_300.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_300.jpg,0,1,0,7.07882
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_369.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_369.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_369.jpg,0,1,0,7.988509
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_438.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_438.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_438.jpg,0,1,0,8.666036
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_506.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_506.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_506.jpg,0,1,0,9.563246
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_572.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_572.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_572.jpg,0,0.899086,0,10.20513
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_641.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_641.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_641.jpg,0,0.7183225,0,10.72285
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_709.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_709.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_709.jpg,-0.009433962,0.4704388,0,11.20389
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_777.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_777.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_777.jpg,-0.03773585,0.2982316,0,11.63432
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_844.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_844.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_844.jpg,-0.04716982,0.12031,0,11.55848
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_911.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_911.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_911.jpg,-0.05660377,0,0,11.72482
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_27_981.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_27_981.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_27_981.jpg,-0.06603774,0,0,11.36246
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_048.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_048.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_048.jpg,-0.08490566,0.1557372,0,11.10956
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_119.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_119.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_119.jpg,-0.09433963,0.3319302,0,11.28548
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_188.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_188.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_188.jpg,-0.1037736,0.5737632,0,11.59679
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_254.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_254.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_254.jpg,-0.1037736,0.7510316,0,12.09739
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_321.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_321.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_321.jpg,-0.1037736,0.7955789,0,12.61607
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_392.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_392.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_392.jpg,-0.08490566,0.5532158,0,13.35058
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_459.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_459.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_459.jpg,-0.0754717,0.3701684,0,13.52169
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_529.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_529.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_529.jpg,-0.04716982,0.1293293,0,13.56195
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_598.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_598.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_598.jpg,-0.03773585,0.0435426,0,13.51495
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_667.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_667.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_667.jpg,-0.01886792,0.281361,0,13.578
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_734.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_734.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_734.jpg,0,0.4641432,0,13.78668
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_802.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_802.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_802.jpg,0,0.6461903,0,14.0687
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_869.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_869.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_869.jpg,0,0.880037,0,14.72087
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_28_937.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_28_937.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_28_937.jpg,0,1,0,15.4234
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_007.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_007.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_007.jpg,0,1,0,16.23303
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_073.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_073.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_073.jpg,0.009433962,1,0,16.8675
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_143.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_143.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_143.jpg,0.01886792,1,0,17.4952
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_212.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_212.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_212.jpg,0.01886792,0.9147916,0,18.31619
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_280.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_280.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_280.jpg,0.01886792,0.7320486,0,18.80252
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_347.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_347.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_347.jpg,0.01886792,0.4960954,0,19.24352
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_414.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_414.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_414.jpg,0.01886792,0.3142815,0,19.41519
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_484.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_484.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_484.jpg,0.01886792,0.137808,0,19.45783
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_554.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_554.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_554.jpg,0.01886792,0,0,19.33338
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_621.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_621.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_621.jpg,0.01886792,0,0,19.21595
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_689.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_689.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_689.jpg,0.01886792,0,0,19.06087
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_757.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_757.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_757.jpg,0.01886792,0,0,18.94345
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_824.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_824.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_824.jpg,0.01886792,0,0,18.83044
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_892.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_892.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_892.jpg,0.01886792,0,0,18.6786
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_29_961.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_29_961.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_29_961.jpg,0.01886792,0,0,18.55888
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_030.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_030.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_030.jpg,0.0754717,0,0,18.40356
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_097.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_097.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_097.jpg,0.09433963,0,0,18.29996
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_166.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_166.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_166.jpg,0.09433963,0,0,18.14683
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_233.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_233.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_233.jpg,0.09433963,0,0,18.01764
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_303.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_303.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_303.jpg,0.09433963,0.0797769,0,17.92793
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_370.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_370.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_370.jpg,0.09433963,0.3186989,0,17.98399
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_438.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_438.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_438.jpg,0.09433963,0.4976334,0,18.17286
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_507.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_507.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_507.jpg,0.08490566,0.74139,0,18.64599
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_574.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_574.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_574.jpg,0.02830189,0.9223656,0,19.15838
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_642.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_642.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_642.jpg,-0.009433962,1,0,19.75069
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_711.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_711.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_711.jpg,-0.03773585,0.8804632,0,20.53437
C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\center_2021_03_06_16_58_30_778.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\left_2021_03_06_16_58_30_778.jpg,C:\Users\Owner\Documents\git\CarND-Behavioral-Cloning-P3\data\IMG\right_2021_03_06_16_58_30_778.jpg,-0.05660377,0.6982385,0,21.0017
