center,left,right,steering,throttle,brake,speed
IMG\center_2021_03_06_16_58_30_030.jpg,IMG\left_2021_03_06_16_58_30_030.jpg,IMG\right_2021_03_06_16_58_30_030.jpg,0.0754717,0,0,18.40356
IMG\center_2021_03_06_16_58_30_097.jpg,IMG\left_2021_03_06_16_58_30_097.jpg,IMG\right_2021_03_06_16_58_30_097.jpg,0.09433963,0,0,18.29996
IMG\center_2021_03_06_16_58_30_166.jpg,IMG\left_2021_03_06_16_58_30_166.jpg,IMG\right_2021_03_06_16_58_30_166.jpg,0.09433963,0,0,18.14683
IMG\center_2021_03_06_16_58_30_233.jpg,IMG\left_2021_03_06_16_58_30_233.jpg,IMG\right_2021_03_06_16_58_30_233.jpg,0.09433963,0,0,18.01764
IMG\center_2021_03_06_16_58_30_303.jpg,IMG\left_2021_03_06_16_58_30_303.jpg,IMG\right_2021_03_06_16_58_30_303.jpg,0.09433963,0.0797769,0,17.92793
IMG\center_2021_03_06_16_58_30_370.jpg,IMG\left_2021_03_06_16_58_30_370.jpg,IMG\right_2021_03_06_16_58_30_370.jpg,0.09433963,0.3186989,0,17.98399
IMG\center_2021_03_06_16_58_30_438.jpg,IMG\left_2021_03_06_16_58_30_438.jpg,IMG\right_2021_03_06_16_58_30_438.jpg,0.09433963,0.4976334,0,18.17286
IMG\center_2021_03_06_16_58_30_507.jpg,IMG\left_2021_03_06_16_58_30_507.jpg,IMG\right_2021_03_06_16_58_30_507.jpg,0.08490566,0.74139,0,18.64599
IMG\center_2021_03_06_16_58_30_574.jpg,IMG\left_2021_03_06_16_58_30_574.jpg,IMG\right_2021_03_06_16_58_30_574.jpg,0.02830189,0.9223656,0,19.15838
IMG\center_2021_03_06_16_58_30_642.jpg,IMG\left_2021_03_06_16_58_30_642.jpg,IMG\right_2021_03_06_16_58_30_642.jpg,-0.009433962,1,0,19.75069
IMG\center_2021_03_06_16_58_30_711.jpg,IMG\left_2021_03_06_16_58_30_711.jpg,IMG\right_2021_03_06_16_58_30_711.jpg,-0.03773585,0.8804632,0,20.53437
IMG\center_2021_03_06_16_58_30_778.jpg,IMG\left_2021_03_06_16_58_30_778.jpg,IMG\right_2021_03_06_16_58_30_778.jpg,-0.05660377,0.6982385,0,21.0017
IMG\center_2021_03_06_16_58_30_845.jpg,IMG\left_2021_03_06_16_58_30_845.jpg,IMG\right_2021_03_06_16_58_30_845.jpg,-0.06603774,0.4656205,0,21.3944
IMG\center_2021_03_06_16_58_30_913.jpg,IMG\left_2021_03_06_16_58_30_913.jpg,IMG\right_2021_03_06_16_58_30_913.jpg,-0.06603774,0.2837659,0,21.52822
IMG\center_2021_03_06_16_58_30_981.jpg,IMG\left_2021_03_06_16_58_30_981.jpg,IMG\right_2021_03_06_16_58_30_981.jpg,-0.06603774,0.09884798,0,21.54728
IMG\center_2021_03_06_16_58_31_050.jpg,IMG\left_2021_03_06_16_58_31_050.jpg,IMG\right_2021_03_06_16_58_31_050.jpg,-0.009433962,0,0,21.38924
IMG\center_2021_03_06_16_58_31_118.jpg,IMG\left_2021_03_06_16_58_31_118.jpg,IMG\right_2021_03_06_16_58_31_118.jpg,0.02830189,0,0,21.24716
IMG\center_2021_03_06_16_58_31_185.jpg,IMG\left_2021_03_06_16_58_31_185.jpg,IMG\right_2021_03_06_16_58_31_185.jpg,0.1132075,0,0,21.06291
IMG\center_2021_03_06_16_58_31_254.jpg,IMG\left_2021_03_06_16_58_31_254.jpg,IMG\right_2021_03_06_16_58_31_254.jpg,0.1509434,0,0,20.92359
IMG\center_2021_03_06_16_58_31_322.jpg,IMG\left_2021_03_06_16_58_31_322.jpg,IMG\right_2021_03_06_16_58_31_322.jpg,0.1603774,0,0,20.78701
IMG\center_2021_03_06_16_58_31_391.jpg,IMG\left_2021_03_06_16_58_31_391.jpg,IMG\right_2021_03_06_16_58_31_391.jpg,0.1603774,0,0,20.6105
IMG\center_2021_03_06_16_58_31_459.jpg,IMG\left_2021_03_06_16_58_31_459.jpg,IMG\right_2021_03_06_16_58_31_459.jpg,0.1603774,0,0,20.49255
IMG\center_2021_03_06_16_58_31_528.jpg,IMG\left_2021_03_06_16_58_31_528.jpg,IMG\right_2021_03_06_16_58_31_528.jpg,0.1603774,0,0,20.32574
IMG\center_2021_03_06_16_58_31_597.jpg,IMG\left_2021_03_06_16_58_31_597.jpg,IMG\right_2021_03_06_16_58_31_597.jpg,0.1603774,0,0,20.18825
IMG\center_2021_03_06_16_58_31_667.jpg,IMG\left_2021_03_06_16_58_31_667.jpg,IMG\right_2021_03_06_16_58_31_667.jpg,0.2169811,0,0,20.01857
IMG\center_2021_03_06_16_58_31_736.jpg,IMG\left_2021_03_06_16_58_31_736.jpg,IMG\right_2021_03_06_16_58_31_736.jpg,0.2358491,0,0,19.90401
IMG\center_2021_03_06_16_58_31_805.jpg,IMG\left_2021_03_06_16_58_31_805.jpg,IMG\right_2021_03_06_16_58_31_805.jpg,0.2358491,0.1383324,0,19.62695
IMG\center_2021_03_06_16_58_31_872.jpg,IMG\left_2021_03_06_16_58_31_872.jpg,IMG\right_2021_03_06_16_58_31_872.jpg,0.245283,0.3769371,0,19.6058
IMG\center_2021_03_06_16_58_31_938.jpg,IMG\left_2021_03_06_16_58_31_938.jpg,IMG\right_2021_03_06_16_58_31_938.jpg,0.2641509,0.5591723,0,19.55273
IMG\center_2021_03_06_16_58_32_008.jpg,IMG\left_2021_03_06_16_58_32_008.jpg,IMG\right_2021_03_06_16_58_32_008.jpg,0.3113208,0.7955294,0,20.08288
IMG\center_2021_03_06_16_58_32_078.jpg,IMG\left_2021_03_06_16_58_32_078.jpg,IMG\right_2021_03_06_16_58_32_078.jpg,0.3396226,0.9840584,0,19.46601
IMG\center_2021_03_06_16_58_32_145.jpg,IMG\left_2021_03_06_16_58_32_145.jpg,IMG\right_2021_03_06_16_58_32_145.jpg,0.3490566,0.9716347,0,19.90206
IMG\center_2021_03_06_16_58_32_214.jpg,IMG\left_2021_03_06_16_58_32_214.jpg,IMG\right_2021_03_06_16_58_32_214.jpg,0.3490566,0.7263186,0,20.05324
IMG\center_2021_03_06_16_58_32_282.jpg,IMG\left_2021_03_06_16_58_32_282.jpg,IMG\right_2021_03_06_16_58_32_282.jpg,0.3679245,0.5491885,0,20.11708
IMG\center_2021_03_06_16_58_32_350.jpg,IMG\left_2021_03_06_16_58_32_350.jpg,IMG\right_2021_03_06_16_58_32_350.jpg,0.3867925,0.3078427,0,20.15431
IMG\center_2021_03_06_16_58_32_419.jpg,IMG\left_2021_03_06_16_58_32_419.jpg,IMG\right_2021_03_06_16_58_32_419.jpg,0.4150943,0.13107,0,19.11666
IMG\center_2021_03_06_16_58_32_487.jpg,IMG\left_2021_03_06_16_58_32_487.jpg,IMG\right_2021_03_06_16_58_32_487.jpg,0.4433962,0.2915613,0,18.53285
IMG\center_2021_03_06_16_58_32_555.jpg,IMG\left_2021_03_06_16_58_32_555.jpg,IMG\right_2021_03_06_16_58_32_555.jpg,0.4622642,0.470823,0,18.30838
IMG\center_2021_03_06_16_58_32_624.jpg,IMG\left_2021_03_06_16_58_32_624.jpg,IMG\right_2021_03_06_16_58_32_624.jpg,0.5,0.6571607,0,18.31831
IMG\center_2021_03_06_16_58_32_693.jpg,IMG\left_2021_03_06_16_58_32_693.jpg,IMG\right_2021_03_06_16_58_32_693.jpg,0.5,0.8939869,0,18.30991
IMG\center_2021_03_06_16_58_32_763.jpg,IMG\left_2021_03_06_16_58_32_763.jpg,IMG\right_2021_03_06_16_58_32_763.jpg,0.4905661,1,0,18.37156
IMG\center_2021_03_06_16_58_32_832.jpg,IMG\left_2021_03_06_16_58_32_832.jpg,IMG\right_2021_03_06_16_58_32_832.jpg,0.3490566,0.8774233,0,18.82878
IMG\center_2021_03_06_16_58_32_900.jpg,IMG\left_2021_03_06_16_58_32_900.jpg,IMG\right_2021_03_06_16_58_32_900.jpg,0.1603774,0.6977092,0,18.90149
IMG\center_2021_03_06_16_58_32_970.jpg,IMG\left_2021_03_06_16_58_32_970.jpg,IMG\right_2021_03_06_16_58_32_970.jpg,0.1226415,0.4600852,0,19.00839
IMG\center_2021_03_06_16_58_33_040.jpg,IMG\left_2021_03_06_16_58_33_040.jpg,IMG\right_2021_03_06_16_58_33_040.jpg,0.08490566,0.2811778,0,18.74241
IMG\center_2021_03_06_16_58_33_110.jpg,IMG\left_2021_03_06_16_58_33_110.jpg,IMG\right_2021_03_06_16_58_33_110.jpg,-0.1698113,0.04210636,0,18.17727
IMG\center_2021_03_06_16_58_33_177.jpg,IMG\left_2021_03_06_16_58_33_177.jpg,IMG\right_2021_03_06_16_58_33_177.jpg,-0.6320755,0,0,17.71969
IMG\center_2021_03_06_16_58_33_246.jpg,IMG\left_2021_03_06_16_58_33_246.jpg,IMG\right_2021_03_06_16_58_33_246.jpg,-0.6698113,0,0,16.96254
IMG\center_2021_03_06_16_58_33_312.jpg,IMG\left_2021_03_06_16_58_33_312.jpg,IMG\right_2021_03_06_16_58_33_312.jpg,-0.6698113,0,0,16.20294
IMG\center_2021_03_06_16_58_33_381.jpg,IMG\left_2021_03_06_16_58_33_381.jpg,IMG\right_2021_03_06_16_58_33_381.jpg,-0.5943396,0,0,16.03979
IMG\center_2021_03_06_16_58_33_449.jpg,IMG\left_2021_03_06_16_58_33_449.jpg,IMG\right_2021_03_06_16_58_33_449.jpg,-0.5566038,0,0,15.68705
IMG\center_2021_03_06_16_58_33_516.jpg,IMG\left_2021_03_06_16_58_33_516.jpg,IMG\right_2021_03_06_16_58_33_516.jpg,-0.5566038,0,0,14.97366
IMG\center_2021_03_06_16_58_33_584.jpg,IMG\left_2021_03_06_16_58_33_584.jpg,IMG\right_2021_03_06_16_58_33_584.jpg,-0.5471698,0,0,14.84858
IMG\center_2021_03_06_16_58_33_652.jpg,IMG\left_2021_03_06_16_58_33_652.jpg,IMG\right_2021_03_06_16_58_33_652.jpg,-0.4245283,0,0,14.01304
IMG\center_2021_03_06_16_58_33_720.jpg,IMG\left_2021_03_06_16_58_33_720.jpg,IMG\right_2021_03_06_16_58_33_720.jpg,-0.3301887,0,0,13.62024
IMG\center_2021_03_06_16_58_33_787.jpg,IMG\left_2021_03_06_16_58_33_787.jpg,IMG\right_2021_03_06_16_58_33_787.jpg,-0.2641509,0,0,13.15241
IMG\center_2021_03_06_16_58_33_855.jpg,IMG\left_2021_03_06_16_58_33_855.jpg,IMG\right_2021_03_06_16_58_33_855.jpg,-0.1792453,0,0,12.71342
IMG\center_2021_03_06_16_58_33_925.jpg,IMG\left_2021_03_06_16_58_33_925.jpg,IMG\right_2021_03_06_16_58_33_925.jpg,-0.1603774,0,0,12.51984
IMG\center_2021_03_06_16_58_33_992.jpg,IMG\left_2021_03_06_16_58_33_992.jpg,IMG\right_2021_03_06_16_58_33_992.jpg,-0.1509434,0.2125653,0,12.10365
IMG\center_2021_03_06_16_58_34_062.jpg,IMG\left_2021_03_06_16_58_34_062.jpg,IMG\right_2021_03_06_16_58_34_062.jpg,-0.1509434,0.3922008,0,11.75209
IMG\center_2021_03_06_16_58_34_129.jpg,IMG\left_2021_03_06_16_58_34_129.jpg,IMG\right_2021_03_06_16_58_34_129.jpg,-0.1509434,0.6305391,0,11.79218
IMG\center_2021_03_06_16_58_34_198.jpg,IMG\left_2021_03_06_16_58_34_198.jpg,IMG\right_2021_03_06_16_58_34_198.jpg,-0.1509434,0.8103933,0,11.59398
IMG\center_2021_03_06_16_58_34_268.jpg,IMG\left_2021_03_06_16_58_34_268.jpg,IMG\right_2021_03_06_16_58_34_268.jpg,-0.1509434,0.775499,0,11.932
IMG\center_2021_03_06_16_58_34_334.jpg,IMG\left_2021_03_06_16_58_34_334.jpg,IMG\right_2021_03_06_16_58_34_334.jpg,-0.1509434,0.5950772,0,12.22837
IMG\center_2021_03_06_16_58_34_403.jpg,IMG\left_2021_03_06_16_58_34_403.jpg,IMG\right_2021_03_06_16_58_34_403.jpg,-0.1509434,0.4130211,0,12.12441
IMG\center_2021_03_06_16_58_34_472.jpg,IMG\left_2021_03_06_16_58_34_472.jpg,IMG\right_2021_03_06_16_58_34_472.jpg,-0.1509434,0.1810785,0,12.10929
IMG\center_2021_03_06_16_58_34_540.jpg,IMG\left_2021_03_06_16_58_34_540.jpg,IMG\right_2021_03_06_16_58_34_540.jpg,-0.1509434,0,0,12.07628
IMG\center_2021_03_06_16_58_34_610.jpg,IMG\left_2021_03_06_16_58_34_610.jpg,IMG\right_2021_03_06_16_58_34_610.jpg,-0.1509434,0,0,11.84883
IMG\center_2021_03_06_16_58_34_679.jpg,IMG\left_2021_03_06_16_58_34_679.jpg,IMG\right_2021_03_06_16_58_34_679.jpg,-0.1509434,0,0,11.51886
IMG\center_2021_03_06_16_58_34_746.jpg,IMG\left_2021_03_06_16_58_34_746.jpg,IMG\right_2021_03_06_16_58_34_746.jpg,-0.1415094,0.1674759,0,11.1816
IMG\center_2021_03_06_16_58_34_814.jpg,IMG\left_2021_03_06_16_58_34_814.jpg,IMG\right_2021_03_06_16_58_34_814.jpg,-0.1037736,0.3447419,0,11.24008
IMG\center_2021_03_06_16_58_34_882.jpg,IMG\left_2021_03_06_16_58_34_882.jpg,IMG\right_2021_03_06_16_58_34_882.jpg,-0.0754717,0.527406,0,11.42072
IMG\center_2021_03_06_16_58_34_948.jpg,IMG\left_2021_03_06_16_58_34_948.jpg,IMG\right_2021_03_06_16_58_34_948.jpg,-0.03773585,0.7638493,0,11.58062
IMG\center_2021_03_06_16_58_35_018.jpg,IMG\left_2021_03_06_16_58_35_018.jpg,IMG\right_2021_03_06_16_58_35_018.jpg,-0.02830189,0.9449707,0,12.12145
IMG\center_2021_03_06_16_58_35_085.jpg,IMG\left_2021_03_06_16_58_35_085.jpg,IMG\right_2021_03_06_16_58_35_085.jpg,-0.02830189,0.795285,0,12.41416
IMG\center_2021_03_06_16_58_35_152.jpg,IMG\left_2021_03_06_16_58_35_152.jpg,IMG\right_2021_03_06_16_58_35_152.jpg,-0.01886792,0.5586493,0,13.14693
IMG\center_2021_03_06_16_58_35_220.jpg,IMG\left_2021_03_06_16_58_35_220.jpg,IMG\right_2021_03_06_16_58_35_220.jpg,0.03773585,0.382338,0,13.05063
IMG\center_2021_03_06_16_58_35_290.jpg,IMG\left_2021_03_06_16_58_35_290.jpg,IMG\right_2021_03_06_16_58_35_290.jpg,0.06603774,0.1380306,0,13.07951
IMG\center_2021_03_06_16_58_35_358.jpg,IMG\left_2021_03_06_16_58_35_358.jpg,IMG\right_2021_03_06_16_58_35_358.jpg,0.08490566,0.2500708,0,13.5828
IMG\center_2021_03_06_16_58_35_427.jpg,IMG\left_2021_03_06_16_58_35_427.jpg,IMG\right_2021_03_06_16_58_35_427.jpg,0.08490566,0.486733,0,13.75243
IMG\center_2021_03_06_16_58_35_494.jpg,IMG\left_2021_03_06_16_58_35_494.jpg,IMG\right_2021_03_06_16_58_35_494.jpg,0.08490566,0.661299,0,13.7039
IMG\center_2021_03_06_16_58_35_562.jpg,IMG\left_2021_03_06_16_58_35_562.jpg,IMG\right_2021_03_06_16_58_35_562.jpg,0.09433963,0.8414517,0,14.31344
IMG\center_2021_03_06_16_58_35_632.jpg,IMG\left_2021_03_06_16_58_35_632.jpg,IMG\right_2021_03_06_16_58_35_632.jpg,0.1320755,1,0,15.09523
IMG\center_2021_03_06_16_58_35_700.jpg,IMG\left_2021_03_06_16_58_35_700.jpg,IMG\right_2021_03_06_16_58_35_700.jpg,0.1698113,1,0,15.95422
IMG\center_2021_03_06_16_58_35_768.jpg,IMG\left_2021_03_06_16_58_35_768.jpg,IMG\right_2021_03_06_16_58_35_768.jpg,0.2264151,0.9905785,0,16.78946
IMG\center_2021_03_06_16_58_35_836.jpg,IMG\left_2021_03_06_16_58_35_836.jpg,IMG\right_2021_03_06_16_58_35_836.jpg,0.254717,0.8131689,0,17.08608
IMG\center_2021_03_06_16_58_35_904.jpg,IMG\left_2021_03_06_16_58_35_904.jpg,IMG\right_2021_03_06_16_58_35_904.jpg,0.2641509,0.63621,0,17.7723
IMG\center_2021_03_06_16_58_35_973.jpg,IMG\left_2021_03_06_16_58_35_973.jpg,IMG\right_2021_03_06_16_58_35_973.jpg,0.2830189,0.3945227,0,18.13754
IMG\center_2021_03_06_16_58_36_041.jpg,IMG\left_2021_03_06_16_58_36_041.jpg,IMG\right_2021_03_06_16_58_36_041.jpg,0.3113208,0.2163334,0,17.86863
IMG\center_2021_03_06_16_58_36_108.jpg,IMG\left_2021_03_06_16_58_36_108.jpg,IMG\right_2021_03_06_16_58_36_108.jpg,0.3490566,0,0,17.75552
IMG\center_2021_03_06_16_58_36_176.jpg,IMG\left_2021_03_06_16_58_36_176.jpg,IMG\right_2021_03_06_16_58_36_176.jpg,0.3396226,0,0,18.12078
IMG\center_2021_03_06_16_58_36_245.jpg,IMG\left_2021_03_06_16_58_36_245.jpg,IMG\right_2021_03_06_16_58_36_245.jpg,0.2924528,0,0,17.50859
IMG\center_2021_03_06_16_58_36_311.jpg,IMG\left_2021_03_06_16_58_36_311.jpg,IMG\right_2021_03_06_16_58_36_311.jpg,0.2830189,0,0,17.36422
IMG\center_2021_03_06_16_58_36_378.jpg,IMG\left_2021_03_06_16_58_36_378.jpg,IMG\right_2021_03_06_16_58_36_378.jpg,0.2830189,0,0,17.77757
