center,left,right,steering,throttle,brake,speed
IMG\center_2021_03_12_12_57_28_840.jpg,IMG\left_2021_03_12_12_57_28_840.jpg,IMG\right_2021_03_12_12_57_28_840.jpg,0,1,0,23.28664
IMG\center_2021_03_12_12_57_28_910.jpg,IMG\left_2021_03_12_12_57_28_910.jpg,IMG\right_2021_03_12_12_57_28_910.jpg,0,1,0,23.87568
IMG\center_2021_03_12_12_57_28_981.jpg,IMG\left_2021_03_12_12_57_28_981.jpg,IMG\right_2021_03_12_12_57_28_981.jpg,0,1,0,24.65026
IMG\center_2021_03_12_12_57_29_052.jpg,IMG\left_2021_03_12_12_57_29_052.jpg,IMG\right_2021_03_12_12_57_29_052.jpg,0,1,0,25.22722
IMG\center_2021_03_12_12_57_29_124.jpg,IMG\left_2021_03_12_12_57_29_124.jpg,IMG\right_2021_03_12_12_57_29_124.jpg,-0.02255639,1,0,25.99162
IMG\center_2021_03_12_12_57_29_191.jpg,IMG\left_2021_03_12_12_57_29_191.jpg,IMG\right_2021_03_12_12_57_29_191.jpg,-0.05639098,1,0,26.55973
IMG\center_2021_03_12_12_57_29_263.jpg,IMG\left_2021_03_12_12_57_29_263.jpg,IMG\right_2021_03_12_12_57_29_263.jpg,-0.09022556,1,0,27.30902
IMG\center_2021_03_12_12_57_29_334.jpg,IMG\left_2021_03_12_12_57_29_334.jpg,IMG\right_2021_03_12_12_57_29_334.jpg,-0.09022556,1,0,27.86743
IMG\center_2021_03_12_12_57_29_402.jpg,IMG\left_2021_03_12_12_57_29_402.jpg,IMG\right_2021_03_12_12_57_29_402.jpg,-0.1052632,1,0,28.60735
IMG\center_2021_03_12_12_57_29_474.jpg,IMG\left_2021_03_12_12_57_29_474.jpg,IMG\right_2021_03_12_12_57_29_474.jpg,-0.131579,1,0,29.15664
IMG\center_2021_03_12_12_57_29_545.jpg,IMG\left_2021_03_12_12_57_29_545.jpg,IMG\right_2021_03_12_12_57_29_545.jpg,-0.1466165,1,0,29.88214
IMG\center_2021_03_12_12_57_29_616.jpg,IMG\left_2021_03_12_12_57_29_616.jpg,IMG\right_2021_03_12_12_57_29_616.jpg,-0.1466165,1,0,30.19018
IMG\center_2021_03_12_12_57_29_686.jpg,IMG\left_2021_03_12_12_57_29_686.jpg,IMG\right_2021_03_12_12_57_29_686.jpg,-0.1466165,1,0,30.18937
IMG\center_2021_03_12_12_57_29_756.jpg,IMG\left_2021_03_12_12_57_29_756.jpg,IMG\right_2021_03_12_12_57_29_756.jpg,-0.1428571,1,0,30.18966
IMG\center_2021_03_12_12_57_29_828.jpg,IMG\left_2021_03_12_12_57_29_828.jpg,IMG\right_2021_03_12_12_57_29_828.jpg,-0.1240602,1,0,30.19025
IMG\center_2021_03_12_12_57_29_894.jpg,IMG\left_2021_03_12_12_57_29_894.jpg,IMG\right_2021_03_12_12_57_29_894.jpg,-0.09774436,1,0,30.19072
IMG\center_2021_03_12_12_57_29_966.jpg,IMG\left_2021_03_12_12_57_29_966.jpg,IMG\right_2021_03_12_12_57_29_966.jpg,-0.07142857,0.8176057,0,30.15416
IMG\center_2021_03_12_12_57_30_037.jpg,IMG\left_2021_03_12_12_57_30_037.jpg,IMG\right_2021_03_12_12_57_30_037.jpg,-0.06766918,0.636274,0,30.11314
IMG\center_2021_03_12_12_57_30_109.jpg,IMG\left_2021_03_12_12_57_30_109.jpg,IMG\right_2021_03_12_12_57_30_109.jpg,-0.04511278,0.3880948,0,30.04736
IMG\center_2021_03_12_12_57_30_176.jpg,IMG\left_2021_03_12_12_57_30_176.jpg,IMG\right_2021_03_12_12_57_30_176.jpg,-0.02255639,0.2226142,0,30.00151
IMG\center_2021_03_12_12_57_30_247.jpg,IMG\left_2021_03_12_12_57_30_247.jpg,IMG\right_2021_03_12_12_57_30_247.jpg,0.02255639,0,0,29.86642
IMG\center_2021_03_12_12_57_30_319.jpg,IMG\left_2021_03_12_12_57_30_319.jpg,IMG\right_2021_03_12_12_57_30_319.jpg,0.03007519,0,0,29.62331
IMG\center_2021_03_12_12_57_30_387.jpg,IMG\left_2021_03_12_12_57_30_387.jpg,IMG\right_2021_03_12_12_57_30_387.jpg,0.03383459,0,0,29.44358
IMG\center_2021_03_12_12_57_30_458.jpg,IMG\left_2021_03_12_12_57_30_458.jpg,IMG\right_2021_03_12_12_57_30_458.jpg,0.06390978,0,0,29.20472
IMG\center_2021_03_12_12_57_30_530.jpg,IMG\left_2021_03_12_12_57_30_530.jpg,IMG\right_2021_03_12_12_57_30_530.jpg,0.06390978,0,0,29.02674
IMG\center_2021_03_12_12_57_30_602.jpg,IMG\left_2021_03_12_12_57_30_602.jpg,IMG\right_2021_03_12_12_57_30_602.jpg,0.06390978,0,0,28.79187
IMG\center_2021_03_12_12_57_30_673.jpg,IMG\left_2021_03_12_12_57_30_673.jpg,IMG\right_2021_03_12_12_57_30_673.jpg,0.06390978,0,0,28.61731
IMG\center_2021_03_12_12_57_30_745.jpg,IMG\left_2021_03_12_12_57_30_745.jpg,IMG\right_2021_03_12_12_57_30_745.jpg,0.07142857,0.0491427,0,28.38602
IMG\center_2021_03_12_12_57_30_816.jpg,IMG\left_2021_03_12_12_57_30_816.jpg,IMG\right_2021_03_12_12_57_30_816.jpg,0.06390978,0.2331138,0,28.3133
IMG\center_2021_03_12_12_57_30_883.jpg,IMG\left_2021_03_12_12_57_30_883.jpg,IMG\right_2021_03_12_12_57_30_883.jpg,-0.0112782,0.4807347,0,28.41885
IMG\center_2021_03_12_12_57_30_954.jpg,IMG\left_2021_03_12_12_57_30_954.jpg,IMG\right_2021_03_12_12_57_30_954.jpg,-0.03007519,0.6609886,0,28.6498
IMG\center_2021_03_12_12_57_31_024.jpg,IMG\left_2021_03_12_12_57_31_024.jpg,IMG\right_2021_03_12_12_57_31_024.jpg,-0.06015037,0.8874853,0,29.15479
IMG\center_2021_03_12_12_57_31_092.jpg,IMG\left_2021_03_12_12_57_31_092.jpg,IMG\right_2021_03_12_12_57_31_092.jpg,-0.07142857,1,0,29.67391
IMG\center_2021_03_12_12_57_31_163.jpg,IMG\left_2021_03_12_12_57_31_163.jpg,IMG\right_2021_03_12_12_57_31_163.jpg,-0.07894737,1,0,30.19115
IMG\center_2021_03_12_12_57_31_230.jpg,IMG\left_2021_03_12_12_57_31_230.jpg,IMG\right_2021_03_12_12_57_31_230.jpg,-0.08270676,0.8806857,0,30.16787
IMG\center_2021_03_12_12_57_31_299.jpg,IMG\left_2021_03_12_12_57_31_299.jpg,IMG\right_2021_03_12_12_57_31_299.jpg,-0.08270676,0.6953385,0,30.12733
IMG\center_2021_03_12_12_57_31_365.jpg,IMG\left_2021_03_12_12_57_31_365.jpg,IMG\right_2021_03_12_12_57_31_365.jpg,-0.08270676,0.457469,0,30.06075
IMG\center_2021_03_12_12_57_31_432.jpg,IMG\left_2021_03_12_12_57_31_432.jpg,IMG\right_2021_03_12_12_57_31_432.jpg,-0.08270676,0.273179,0,30.02031
IMG\center_2021_03_12_12_57_31_501.jpg,IMG\left_2021_03_12_12_57_31_501.jpg,IMG\right_2021_03_12_12_57_31_501.jpg,-0.08270676,0.0368435,0,29.91621
IMG\center_2021_03_12_12_57_31_567.jpg,IMG\left_2021_03_12_12_57_31_567.jpg,IMG\right_2021_03_12_12_57_31_567.jpg,-0.08270676,0,0,29.74048
IMG\center_2021_03_12_12_57_31_635.jpg,IMG\left_2021_03_12_12_57_31_635.jpg,IMG\right_2021_03_12_12_57_31_635.jpg,-0.08270676,0,0,29.56017
IMG\center_2021_03_12_12_57_31_704.jpg,IMG\left_2021_03_12_12_57_31_704.jpg,IMG\right_2021_03_12_12_57_31_704.jpg,-0.08270676,0,0,29.32179
IMG\center_2021_03_12_12_57_31_771.jpg,IMG\left_2021_03_12_12_57_31_771.jpg,IMG\right_2021_03_12_12_57_31_771.jpg,-0.08270676,0,0,29.1443
IMG\center_2021_03_12_12_57_31_843.jpg,IMG\left_2021_03_12_12_57_31_843.jpg,IMG\right_2021_03_12_12_57_31_843.jpg,-0.08270676,0,0,28.90933
IMG\center_2021_03_12_12_57_31_913.jpg,IMG\left_2021_03_12_12_57_31_913.jpg,IMG\right_2021_03_12_12_57_31_913.jpg,0,0,0,28.73397
IMG\center_2021_03_12_12_57_31_983.jpg,IMG\left_2021_03_12_12_57_31_983.jpg,IMG\right_2021_03_12_12_57_31_983.jpg,0,0,0,28.50249
IMG\center_2021_03_12_12_57_32_051.jpg,IMG\left_2021_03_12_12_57_32_051.jpg,IMG\right_2021_03_12_12_57_32_051.jpg,0,0,0,28.33035
IMG\center_2021_03_12_12_57_32_121.jpg,IMG\left_2021_03_12_12_57_32_121.jpg,IMG\right_2021_03_12_12_57_32_121.jpg,0,0,0,28.10252
IMG\center_2021_03_12_12_57_32_193.jpg,IMG\left_2021_03_12_12_57_32_193.jpg,IMG\right_2021_03_12_12_57_32_193.jpg,0,0,0,27.93287
IMG\center_2021_03_12_12_57_32_264.jpg,IMG\left_2021_03_12_12_57_32_264.jpg,IMG\right_2021_03_12_12_57_32_264.jpg,0,0,0,27.70827
IMG\center_2021_03_12_12_57_32_334.jpg,IMG\left_2021_03_12_12_57_32_334.jpg,IMG\right_2021_03_12_12_57_32_334.jpg,0,0,0,27.541
IMG\center_2021_03_12_12_57_32_405.jpg,IMG\left_2021_03_12_12_57_32_405.jpg,IMG\right_2021_03_12_12_57_32_405.jpg,0,0,0,27.31954
IMG\center_2021_03_12_12_57_32_474.jpg,IMG\left_2021_03_12_12_57_32_474.jpg,IMG\right_2021_03_12_12_57_32_474.jpg,0,0,0,27.15462
IMG\center_2021_03_12_12_57_32_544.jpg,IMG\left_2021_03_12_12_57_32_544.jpg,IMG\right_2021_03_12_12_57_32_544.jpg,-0.007518797,0,0,26.93627
IMG\center_2021_03_12_12_57_32_612.jpg,IMG\left_2021_03_12_12_57_32_612.jpg,IMG\right_2021_03_12_12_57_32_612.jpg,-0.04135338,0,0,26.77312
IMG\center_2021_03_12_12_57_32_684.jpg,IMG\left_2021_03_12_12_57_32_684.jpg,IMG\right_2021_03_12_12_57_32_684.jpg,-0.06015037,0,0,26.55511
IMG\center_2021_03_12_12_57_32_752.jpg,IMG\left_2021_03_12_12_57_32_752.jpg,IMG\right_2021_03_12_12_57_32_752.jpg,-0.06015037,0,0,26.39362
IMG\center_2021_03_12_12_57_32_822.jpg,IMG\left_2021_03_12_12_57_32_822.jpg,IMG\right_2021_03_12_12_57_32_822.jpg,-0.06015037,0,0,26.18038
IMG\center_2021_03_12_12_57_32_891.jpg,IMG\left_2021_03_12_12_57_32_891.jpg,IMG\right_2021_03_12_12_57_32_891.jpg,-0.06015037,0,0,26.02182
IMG\center_2021_03_12_12_57_32_960.jpg,IMG\left_2021_03_12_12_57_32_960.jpg,IMG\right_2021_03_12_12_57_32_960.jpg,-0.07518797,0,0,25.81179
IMG\center_2021_03_12_12_57_33_028.jpg,IMG\left_2021_03_12_12_57_33_028.jpg,IMG\right_2021_03_12_12_57_33_028.jpg,-0.08270676,0,0,25.65473
IMG\center_2021_03_12_12_57_33_094.jpg,IMG\left_2021_03_12_12_57_33_094.jpg,IMG\right_2021_03_12_12_57_33_094.jpg,-0.08646616,0,0,25.49858
IMG\center_2021_03_12_12_57_33_163.jpg,IMG\left_2021_03_12_12_57_33_163.jpg,IMG\right_2021_03_12_12_57_33_163.jpg,-0.07518797,0,0,25.29266
IMG\center_2021_03_12_12_57_33_231.jpg,IMG\left_2021_03_12_12_57_33_231.jpg,IMG\right_2021_03_12_12_57_33_231.jpg,-0.06766918,0,0,25.14002
IMG\center_2021_03_12_12_57_33_303.jpg,IMG\left_2021_03_12_12_57_33_303.jpg,IMG\right_2021_03_12_12_57_33_303.jpg,-0.06390978,0,0,24.93806
IMG\center_2021_03_12_12_57_33_370.jpg,IMG\left_2021_03_12_12_57_33_370.jpg,IMG\right_2021_03_12_12_57_33_370.jpg,-0.06390978,0,0,24.78757
IMG\center_2021_03_12_12_57_33_438.jpg,IMG\left_2021_03_12_12_57_33_438.jpg,IMG\right_2021_03_12_12_57_33_438.jpg,-0.05639098,0,0,24.58836
IMG\center_2021_03_12_12_57_33_507.jpg,IMG\left_2021_03_12_12_57_33_507.jpg,IMG\right_2021_03_12_12_57_33_507.jpg,-0.04887218,0,0,24.44019
IMG\center_2021_03_12_12_57_33_574.jpg,IMG\left_2021_03_12_12_57_33_574.jpg,IMG\right_2021_03_12_12_57_33_574.jpg,-0.04511278,0,0,24.29286
IMG\center_2021_03_12_12_57_33_642.jpg,IMG\left_2021_03_12_12_57_33_642.jpg,IMG\right_2021_03_12_12_57_33_642.jpg,-0.04511278,0,0,24.09773
IMG\center_2021_03_12_12_57_33_713.jpg,IMG\left_2021_03_12_12_57_33_713.jpg,IMG\right_2021_03_12_12_57_33_713.jpg,-0.04511278,0,0,23.95234
IMG\center_2021_03_12_12_57_33_781.jpg,IMG\left_2021_03_12_12_57_33_781.jpg,IMG\right_2021_03_12_12_57_33_781.jpg,-0.04511278,0,0,23.75979
IMG\center_2021_03_12_12_57_33_850.jpg,IMG\left_2021_03_12_12_57_33_850.jpg,IMG\right_2021_03_12_12_57_33_850.jpg,-0.03759398,0,0,23.61643
IMG\center_2021_03_12_12_57_33_917.jpg,IMG\left_2021_03_12_12_57_33_917.jpg,IMG\right_2021_03_12_12_57_33_917.jpg,-0.03007519,0,0,23.47403
IMG\center_2021_03_12_12_57_33_985.jpg,IMG\left_2021_03_12_12_57_33_985.jpg,IMG\right_2021_03_12_12_57_33_985.jpg,-0.0112782,0,0,23.28544
IMG\center_2021_03_12_12_57_34_053.jpg,IMG\left_2021_03_12_12_57_34_053.jpg,IMG\right_2021_03_12_12_57_34_053.jpg,-0.007518797,0,0,23.1449
IMG\center_2021_03_12_12_57_34_121.jpg,IMG\left_2021_03_12_12_57_34_121.jpg,IMG\right_2021_03_12_12_57_34_121.jpg,-0.007518797,0,0,22.95885
IMG\center_2021_03_12_12_57_34_190.jpg,IMG\left_2021_03_12_12_57_34_190.jpg,IMG\right_2021_03_12_12_57_34_190.jpg,-0.007518797,0,0,22.82029
IMG\center_2021_03_12_12_57_34_257.jpg,IMG\left_2021_03_12_12_57_34_257.jpg,IMG\right_2021_03_12_12_57_34_257.jpg,-0.007518797,0,0,22.68256
IMG\center_2021_03_12_12_57_34_325.jpg,IMG\left_2021_03_12_12_57_34_325.jpg,IMG\right_2021_03_12_12_57_34_325.jpg,0.007518797,0,0,22.50008
IMG\center_2021_03_12_12_57_34_393.jpg,IMG\left_2021_03_12_12_57_34_393.jpg,IMG\right_2021_03_12_12_57_34_393.jpg,0.007518797,0,0,22.36422
IMG\center_2021_03_12_12_57_34_459.jpg,IMG\left_2021_03_12_12_57_34_459.jpg,IMG\right_2021_03_12_12_57_34_459.jpg,0.007518797,0,0,22.18437
IMG\center_2021_03_12_12_57_34_529.jpg,IMG\left_2021_03_12_12_57_34_529.jpg,IMG\right_2021_03_12_12_57_34_529.jpg,0.01503759,0,0,22.05042
IMG\center_2021_03_12_12_57_34_600.jpg,IMG\left_2021_03_12_12_57_34_600.jpg,IMG\right_2021_03_12_12_57_34_600.jpg,0.02255639,0,0,21.87293
IMG\center_2021_03_12_12_57_34_667.jpg,IMG\left_2021_03_12_12_57_34_667.jpg,IMG\right_2021_03_12_12_57_34_667.jpg,0.03007519,0,0,21.74067
IMG\center_2021_03_12_12_57_34_737.jpg,IMG\left_2021_03_12_12_57_34_737.jpg,IMG\right_2021_03_12_12_57_34_737.jpg,0.03007519,0,0,21.60922
IMG\center_2021_03_12_12_57_34_806.jpg,IMG\left_2021_03_12_12_57_34_806.jpg,IMG\right_2021_03_12_12_57_34_806.jpg,0.04135338,0,0,21.43514
IMG\center_2021_03_12_12_57_34_876.jpg,IMG\left_2021_03_12_12_57_34_876.jpg,IMG\right_2021_03_12_12_57_34_876.jpg,0.04135338,0,0,21.30545
IMG\center_2021_03_12_12_57_34_947.jpg,IMG\left_2021_03_12_12_57_34_947.jpg,IMG\right_2021_03_12_12_57_34_947.jpg,0.04135338,0,0,21.13392
IMG\center_2021_03_12_12_57_35_017.jpg,IMG\left_2021_03_12_12_57_35_017.jpg,IMG\right_2021_03_12_12_57_35_017.jpg,0.03007519,0,0,21.00635
IMG\center_2021_03_12_12_57_35_084.jpg,IMG\left_2021_03_12_12_57_35_084.jpg,IMG\right_2021_03_12_12_57_35_084.jpg,0.01503759,0,0,20.83756
IMG\center_2021_03_12_12_57_35_154.jpg,IMG\left_2021_03_12_12_57_35_154.jpg,IMG\right_2021_03_12_12_57_35_154.jpg,0.0112782,0,0,20.71184
IMG\center_2021_03_12_12_57_35_225.jpg,IMG\left_2021_03_12_12_57_35_225.jpg,IMG\right_2021_03_12_12_57_35_225.jpg,-0.003759398,0,0,20.54524
IMG\center_2021_03_12_12_57_35_296.jpg,IMG\left_2021_03_12_12_57_35_296.jpg,IMG\right_2021_03_12_12_57_35_296.jpg,-0.0112782,0,0,20.42105
IMG\center_2021_03_12_12_57_35_367.jpg,IMG\left_2021_03_12_12_57_35_367.jpg,IMG\right_2021_03_12_12_57_35_367.jpg,-0.02631579,0,0,20.25651
IMG\center_2021_03_12_12_57_35_439.jpg,IMG\left_2021_03_12_12_57_35_439.jpg,IMG\right_2021_03_12_12_57_35_439.jpg,-0.03007519,0,0,20.09316
IMG\center_2021_03_12_12_57_35_509.jpg,IMG\left_2021_03_12_12_57_35_509.jpg,IMG\right_2021_03_12_12_57_35_509.jpg,-0.03007519,0,0,19.97166
IMG\center_2021_03_12_12_57_35_581.jpg,IMG\left_2021_03_12_12_57_35_581.jpg,IMG\right_2021_03_12_12_57_35_581.jpg,-0.03007519,0,0,19.81096
IMG\center_2021_03_12_12_57_35_648.jpg,IMG\left_2021_03_12_12_57_35_648.jpg,IMG\right_2021_03_12_12_57_35_648.jpg,-0.02631579,0,0,19.69137
IMG\center_2021_03_12_12_57_35_719.jpg,IMG\left_2021_03_12_12_57_35_719.jpg,IMG\right_2021_03_12_12_57_35_719.jpg,-0.01879699,0,0,19.53309
IMG\center_2021_03_12_12_57_35_789.jpg,IMG\left_2021_03_12_12_57_35_789.jpg,IMG\right_2021_03_12_12_57_35_789.jpg,-0.01503759,0.0753651,0,19.42279
IMG\center_2021_03_12_12_57_35_857.jpg,IMG\left_2021_03_12_12_57_35_857.jpg,IMG\right_2021_03_12_12_57_35_857.jpg,-0.01503759,0.2525466,0,19.42972
IMG\center_2021_03_12_12_57_35_926.jpg,IMG\left_2021_03_12_12_57_35_926.jpg,IMG\right_2021_03_12_12_57_35_926.jpg,-0.01503759,0.4895715,0,19.63805
IMG\center_2021_03_12_12_57_35_996.jpg,IMG\left_2021_03_12_12_57_35_996.jpg,IMG\right_2021_03_12_12_57_35_996.jpg,-0.01503759,0.6672435,0,19.92421
IMG\center_2021_03_12_12_57_36_066.jpg,IMG\left_2021_03_12_12_57_36_066.jpg,IMG\right_2021_03_12_12_57_36_066.jpg,-0.01503759,0.6092781,0,20.43251
IMG\center_2021_03_12_12_57_36_133.jpg,IMG\left_2021_03_12_12_57_36_133.jpg,IMG\right_2021_03_12_12_57_36_133.jpg,-0.01503759,0.4371903,0,20.73551
IMG\center_2021_03_12_12_57_36_201.jpg,IMG\left_2021_03_12_12_57_36_201.jpg,IMG\right_2021_03_12_12_57_36_201.jpg,-0.01503759,0.1905414,0,20.87968
IMG\center_2021_03_12_12_57_36_271.jpg,IMG\left_2021_03_12_12_57_36_271.jpg,IMG\right_2021_03_12_12_57_36_271.jpg,-0.01503759,0.006585896,0,20.72855
IMG\center_2021_03_12_12_57_36_339.jpg,IMG\left_2021_03_12_12_57_36_339.jpg,IMG\right_2021_03_12_12_57_36_339.jpg,-0.01879699,0.0724635,0,20.48586
IMG\center_2021_03_12_12_57_36_407.jpg,IMG\left_2021_03_12_12_57_36_407.jpg,IMG\right_2021_03_12_12_57_36_407.jpg,-0.02631579,0.2600481,0,20.74184
IMG\center_2021_03_12_12_57_36_478.jpg,IMG\left_2021_03_12_12_57_36_478.jpg,IMG\right_2021_03_12_12_57_36_478.jpg,-0.02631579,0.431175,0,20.61524
IMG\center_2021_03_12_12_57_36_545.jpg,IMG\left_2021_03_12_12_57_36_545.jpg,IMG\right_2021_03_12_12_57_36_545.jpg,-0.02631579,0.4442087,0,20.96938
IMG\center_2021_03_12_12_57_36_614.jpg,IMG\left_2021_03_12_12_57_36_614.jpg,IMG\right_2021_03_12_12_57_36_614.jpg,-0.02631579,0.2672217,0,21.30977
IMG\center_2021_03_12_12_57_36_684.jpg,IMG\left_2021_03_12_12_57_36_684.jpg,IMG\right_2021_03_12_12_57_36_684.jpg,-0.02631579,0.02569075,0,21.30046
IMG\center_2021_03_12_12_57_36_752.jpg,IMG\left_2021_03_12_12_57_36_752.jpg,IMG\right_2021_03_12_12_57_36_752.jpg,-0.02631579,0,0,20.88708
IMG\center_2021_03_12_12_57_36_820.jpg,IMG\left_2021_03_12_12_57_36_820.jpg,IMG\right_2021_03_12_12_57_36_820.jpg,-0.02631579,0,0,20.71228
IMG\center_2021_03_12_12_57_36_889.jpg,IMG\left_2021_03_12_12_57_36_889.jpg,IMG\right_2021_03_12_12_57_36_889.jpg,-0.02631579,0,0,20.89313
IMG\center_2021_03_12_12_57_36_956.jpg,IMG\left_2021_03_12_12_57_36_956.jpg,IMG\right_2021_03_12_12_57_36_956.jpg,-0.02631579,0,0,20.45478
IMG\center_2021_03_12_12_57_37_025.jpg,IMG\left_2021_03_12_12_57_37_025.jpg,IMG\right_2021_03_12_12_57_37_025.jpg,-0.02631579,0.0445551,0,20.28734
IMG\center_2021_03_12_12_57_37_092.jpg,IMG\left_2021_03_12_12_57_37_092.jpg,IMG\right_2021_03_12_12_57_37_092.jpg,-0.02631579,0.2341968,0,20.56423
IMG\center_2021_03_12_12_57_37_164.jpg,IMG\left_2021_03_12_12_57_37_164.jpg,IMG\right_2021_03_12_12_57_37_164.jpg,-0.02631579,0.1474905,0,20.6375
IMG\center_2021_03_12_12_57_37_235.jpg,IMG\left_2021_03_12_12_57_37_235.jpg,IMG\right_2021_03_12_12_57_37_235.jpg,-0.02631579,0,0,20.25267
IMG\center_2021_03_12_12_57_37_302.jpg,IMG\left_2021_03_12_12_57_37_302.jpg,IMG\right_2021_03_12_12_57_37_302.jpg,-0.02631579,0,0,20.07931
IMG\center_2021_03_12_12_57_37_369.jpg,IMG\left_2021_03_12_12_57_37_369.jpg,IMG\right_2021_03_12_12_57_37_369.jpg,-0.02631579,0,0,20.28613
IMG\center_2021_03_12_12_57_37_437.jpg,IMG\left_2021_03_12_12_57_37_437.jpg,IMG\right_2021_03_12_12_57_37_437.jpg,-0.02631579,0.1440093,0,19.87348
IMG\center_2021_03_12_12_57_37_508.jpg,IMG\left_2021_03_12_12_57_37_508.jpg,IMG\right_2021_03_12_12_57_37_508.jpg,-0.02631579,0.388719,0,19.99678
IMG\center_2021_03_12_12_57_37_575.jpg,IMG\left_2021_03_12_12_57_37_575.jpg,IMG\right_2021_03_12_12_57_37_575.jpg,-0.02631579,0.5559341,0,20.47732
IMG\center_2021_03_12_12_57_37_647.jpg,IMG\left_2021_03_12_12_57_37_647.jpg,IMG\right_2021_03_12_12_57_37_647.jpg,-0.02631579,0.8031626,0,20.94427
IMG\center_2021_03_12_12_57_37_718.jpg,IMG\left_2021_03_12_12_57_37_718.jpg,IMG\right_2021_03_12_12_57_37_718.jpg,-0.02631579,0.7412301,0,21.2843
IMG\center_2021_03_12_12_57_37_786.jpg,IMG\left_2021_03_12_12_57_37_786.jpg,IMG\right_2021_03_12_12_57_37_786.jpg,-0.02631579,0.5048684,0,21.73147
IMG\center_2021_03_12_12_57_37_855.jpg,IMG\left_2021_03_12_12_57_37_855.jpg,IMG\right_2021_03_12_12_57_37_855.jpg,-0.02631579,0.3296721,0,21.99725
IMG\center_2021_03_12_12_57_37_923.jpg,IMG\left_2021_03_12_12_57_37_923.jpg,IMG\right_2021_03_12_12_57_37_923.jpg,-0.02631579,0.08127961,0,22.02724
IMG\center_2021_03_12_12_57_37_991.jpg,IMG\left_2021_03_12_12_57_37_991.jpg,IMG\right_2021_03_12_12_57_37_991.jpg,-0.02631579,0,0,21.78063
IMG\center_2021_03_12_12_57_38_058.jpg,IMG\left_2021_03_12_12_57_38_058.jpg,IMG\right_2021_03_12_12_57_38_058.jpg,-0.02631579,0,0,21.55002
IMG\center_2021_03_12_12_57_38_128.jpg,IMG\left_2021_03_12_12_57_38_128.jpg,IMG\right_2021_03_12_12_57_38_128.jpg,-0.02631579,0,0,21.67049
IMG\center_2021_03_12_12_57_38_197.jpg,IMG\left_2021_03_12_12_57_38_197.jpg,IMG\right_2021_03_12_12_57_38_197.jpg,-0.02631579,0.1465461,0,21.30595
IMG\center_2021_03_12_12_57_38_267.jpg,IMG\left_2021_03_12_12_57_38_267.jpg,IMG\right_2021_03_12_12_57_38_267.jpg,-0.02631579,0.3836577,0,21.41322
IMG\center_2021_03_12_12_57_38_336.jpg,IMG\left_2021_03_12_12_57_38_336.jpg,IMG\right_2021_03_12_12_57_38_336.jpg,-0.02631579,0.5627515,0,21.83492
IMG\center_2021_03_12_12_57_38_404.jpg,IMG\left_2021_03_12_12_57_38_404.jpg,IMG\right_2021_03_12_12_57_38_404.jpg,-0.02631579,0.7986883,0,22.28483
IMG\center_2021_03_12_12_57_38_474.jpg,IMG\left_2021_03_12_12_57_38_474.jpg,IMG\right_2021_03_12_12_57_38_474.jpg,-0.02631579,0.9760933,0,22.70936
IMG\center_2021_03_12_12_57_38_543.jpg,IMG\left_2021_03_12_12_57_38_543.jpg,IMG\right_2021_03_12_12_57_38_543.jpg,-0.02631579,1,0,23.51426
IMG\center_2021_03_12_12_57_38_613.jpg,IMG\left_2021_03_12_12_57_38_613.jpg,IMG\right_2021_03_12_12_57_38_613.jpg,-0.02631579,1,0,24.1159
